4076:25271,87178,46579,31273,65579,91878,76,17,698,40
4084:17,654,29,8,15,650,84,861,518,564
4091:17,302,58,654,616,542,8,15,518,29
4098:15228,6456,9862,32895,9041,20861,18386,2252,14657,3900
4103:302,654,616,58,84,76,8,29,564,650
4104:302,654,616,542,58,76,8,364,518,84
4124:168,984,8860,719,5480,4,661,7994,1400,2103
4132:17,616,302,654,58,542,8,15,61,564
4138:17,654,8,302,70,616,84,226,138,518
4140:2337,168,1326,719,76,984,226,2153,1528,463
4158:168,17,61,719,984,8860,564,245,5480,616
4164:17,302,654,616,8,518,58,15,564,61
4167:17,654,245,8,131,302,518,616,327,301
4171:17,736,84,1102,76,616,58,8,650,70
4177:17,616,58,654,8,302,518,542,84,76
4179:17,302,616,58,8,15,84,564,542,518
4184:616,650,84,542,8,15,518,76,61,564
4190:17,654,15,84,364,61,496,899,1099,179
4209:1164
4210:17,58,654,302,616,542,518,101,15,61
4213:302,654,542,84,564,15,861,76,61,32
4237:302,654,616,518,58,76,29,542,564,101
4242:17,302,616,654,58,542,518,650,15,84
4249:168,8860,719,1326,5480,984,226,661,297,10267
4265:302,8,17,84,10084,3039,4647,32,1468,45419
4269:17,616,58,8,518,84,15,650,29,564
4273:654,302,616,58,76,8,84,518,542,70
4275:17,654,616,58,8,84,76,542,15,518
4277:17,654,58,8,518,542,29,76,564,61
4281:17,302,58,29,8,542,650,861,76,84
4301:17,654,616,302,542,518,15,8,245,76
4303:17,616,302,58,654,518,650,84,15,32
4304:302,8,84,518,15,542,650,564,301,285
4344:17,654,302,58,542,650,564,15,518,8
4353:8,787,17,1077,302,84,2193,49643,1468,327
4357:17,616,302,654,8,542,564,518,32,58
4365:168,719,574,984,1326,8860,5480,1400,661,2103
4371:17,616,654,18249,6507,302,58,289,15727,8959
4372:81,302,616,654,70,8,58,76,542,84
4399:17,616,58,518,542,84,15,564,650,76
4400:17,40390,616,654,302,58,15,853,8,13294
4407:616,58,8,518,542,650,76,84,564,29
4426:4455,12906,29047,50294,986,8764,35703,35303,85105,42487
4436:17,245,302,654,76,15,508,2583,84,8
4457:17,616,245,8,542,15,58,654,302,103
4458:17,616,58,245,8,1196,564,61,65,15
4466:17,84,8,518,1102,542,76,15,289,564
4469:17,654,542,650,8,61,518,29,1196,564
4482:17,302,58,518,8,29,861,564,61,84
4507:84,302,654,518,616,1102,58,289,138,564
4514:17,616,654,24467,58,76,564,8,84,15
4517:302,616,58,518,29,1102,564,650,542,354
4519:17,302,1239,359,18722,55480,49928
4522:26509,4671,3522,8772,2543,76,40840,15163,7622,5975
4530:17,654,302,58,29,542,518,8,564,650
4537:17,302,616,40356,654,8,58,542,36743,186
4543:17,302,616,8,654,518,564,76,58,1023
4562:17,616,8,302,654,58,84,564,1023,70
4578:17,8,84,29,76,650,542,1102,518,861
4588:17,302,616,58,76,650,8,84,518,542
4618:17,245,1405,353,364,94,542,65,8,70
4633:8977,106297,69282,4755,650,508,873,947,378,931
4637:3926,986,35703,8764,35303
4640:58,518,8,15,84,29,650,564,76,32
4641:189,2880,1527,12990,3107,4825,6434,17,508,8848
4642:302,654,616,7698,59623,542,61,8,35143,508
4651:17,302,616,654,58,542,15,61,29,650
4665:654,616,58,8,518,84,542,15,650,29
4682:10937,22920,76,3112,2291,19637,347,16821,9222,4114
4687:302,58,616,29,84,8,542,650,518,15
4692:654,616,8,518,1196,58,61,947,1382,29
4702:13617,5197,902,518,698,1382,2030,3509,34813,7386
4730:302,616,654,8,58,84,518,542,76,650
4736:302,654,616,58,84,15,518,8,61,29
4745:17,302,84,542,518,564,15,101,32,289
4749:17,616,518,302,245,654,58,508,8,15
4751:76,8,84,81,70,564,354,226,508,736
4760:4427,4425,26985,76,238,17,11612,302,2139,81
4762:17,616,654,58,302,542,15,8,61,518
4767:12332,25910,367,11629,10048,226,3599,59005,14841,4575
4774:58,616,518,650,542,861,15,76,138,564
4779:18056,8543,813,17,616,654,58,302,84,518
4788:302,654,616,58,518,29,1102,650,736,564
4794:26541,25314,16616,42608,4240,101799,14628,30734,45041,70182
4796:1352,3704,189,17,302,76,616,58,8,866
4797:518,61,564,32,508,1102,364,245,1196,363
4802:654,616,302,58,542,285,354,8,861,29
4816:616,17,302,58,238,736,654,901,4032,4210
4831:654,616,58,29,84,650,8,736,6,138
4834:17,654,302,616,518,8,245,58,542,564
4852:81362,8258,38716,103304,2303,24825,30800,92135,50159,106681
4863:17,8,518,542,302,616,364,654,58,650
4870:17,302,616,654,58,29,84,8,650,542
4875:616,654,58,542,8,564,76,84,861,29
4889:654,302,616,58,8,518,542,650,70,564
4894:17,76,4880,698,564,654,8,616,245,70
4910:302,654,58,616,29,84,8,542,518,15
4919:17,616,654,302,58,15,8,518,61,76
4926:302,654,616,58,15,8,518,61,787,542
4934:1352,17,10041,1527,2880,3107,508,76,2548,8
4935:17,302,654,76,616,58,8,866,84,29
4944:322,1405,17,302,301,564,931,947,81,500
4946:17,616,302,518,787,4268,542,245,65,8
4949:17,508,8,654,650,354,322,302,58,564
4951:1205,1410,17,2917,302,654,70,76,508,4991
4956:17,76,654,616,58,8,542,564,650,84
4961:17,616,302,840,564,650,58,8,81,76
4984:4826
4986:17,654,616,8,70,518,76,15,508,542
4992:17,616,302,58,654,542,15,29,650,8
4998:17,302,58,29,84,8,518,542,650,76
5001:17,302,616,58,84,76,650,518,542,564
5002:17,302,654,76,616,58,8,84,650,70
5006:17,616,654,302,58,76,15,542,29,70
5007:17,76,8,441,710,1410,518,61,564,15
5011:698,3548
5015:17,302,654,76,616,58,8,866,84,29
5018:616,654,58,518,61,29,650,542,15,84
5031:302,654,58,84,518,29,650,564,76,1102
5039:564,508,2139,1744,1790,441,1002,124,1065,1205
5040:17,616,302,654,58,518,15,542,84,564
5047:17,616,58,32,84,302,654,61,29,650
5048:17,650,302,616,58,76,224,493,62,1822
5079:616,58,542,8,15,564,518,76,84,289
5086:17,76,654,616,302,58,70,8,542,508
5088:17,616,302,58,654,76,8,542,650,554
5089:17,302,654,76,616,58,8,866,84,29
5090:17,302,508,76,84,70,354,931,58,1382
5097:17,508,8,616,302,76,542,654,70,518
5107:17,787,902,616,656,3233,58,35469,518,542
5108:17,302,654,76,616,58,8,866,84,29
5119:616,302,654,58,84,542,518,76,1196,861
5120:17,616,302,654,76,58,542,15,564,356
5129:168,827,719,76,984,5480,8860,1410,5738,760
5147:58,654,8,84,861,650,542,76,238,518
5176:17,302,616,654,542,8,518,15,84,508
5180:17,302,654,76,616,58,8,866,84,29
5188:17,4755,616,8,518,508,1991,302,76,542
5207:17,518,84,47534,29017,33239,58113,1578,302,58
5208:17,84,542,518,15,61,650,564,861,76
5214:1412,518,245,327,70,899,1987,947,1126,2162
5217:17,302,654,616,58,15,518,8,84,61
5247:17,616,58,654,302,542,15,518,8,1196
5271:36535,75582,32768,70,901,1535,117,42,4453,6733
5276:73638,36752,58142,32280,20963,19929,37455,47134,20744,7573
5279:17,302,58,8,518,29,542,650,564,101
5288:302,654,616,58,84,8,76,508,518,354
5294:17,518,245,302,654,542,8,616,32,891
5299:654,58,616,8,650,15,861,518,84,1196
5300:17,44923,302,616,654,58,8,84,542,518
5306:17,654,3638,15,616,302,285,58,10349,76
5309:17,1050,302,518,654,84,616,48,542,508
5323:17,301,15,409,273,901,3855,15573,16347,82586
5325:8611,62270,89362,105630,16073
5329:17,77881,25479,3372,10492,1119,7021,9289,84,302
5335:302,654,1102,8,616,58,518,354,29,736
5358:17,873,302,58,654,616,84,65,518,8
5361:17,6030,302,2338,13704,616,58,322,8,84
5364:21442,10305,7450,1992,4871,14890,35283,616,17,564
5378:302,8,518,29,15,650,76,289,61,354
5385:616,58,8,245,518,15,542,32,564,76
5387:17,650,84,8,76,518,564,285,6,861
5397:616,29,84,8,76,542,650,564,518,354
5398:58,17,84,542,616,518,302,736,289,654
5403:654,58,542,650,29,8,84,76,518,564
5425:17,302,654,616,8,84,76,518,15,542
5433:58,654,616,8,84,76,285,29,224,162
5434:17,302,654,616,8,70,58,84,15,29
5435:17,616,654,58,542,289,1102,76,650,15
5436:302,654,8,354,518,616,58,70,1102,29
5438:302,616,654,58,518,542,238,1102,224,564
5449:81,3137,3977,8772,2215,20442,17,76,1164,719
5455:17,302,654,58,8,518,29,76,650,84
5456:17,518,8,1382,302,564,542,654,2193,65
5458:441,245,1002,8,17,1744,710,518,4268,302
5462:302,616,654,8,518,84,58,542,70,564
5472:1749,780,7211,226,5767,542,3423,17,262,2967
5474:302,58,542,8,518,84,15,76,564,650
5477:4755,378,1682,105,508,564,131,124,94,1382
5478:17,616,302,76,654,1410,8,81,508,65
5479:17,1405,65,327,15,302,616,245,542,61
5480:616,58,8,84,542,518,650,76,6,61
5499:17,226,70,140,654,508,1749,7211,302,650
5502:17,302,654,76,616,58,8,866,84,29
5512:17,616,654,302,58,8,15,518,61,76
5527:302,654,616,58,564,8,84,542,76,29
5530:17,654,58,302,542,8,518,32,61,564
5535:17,302,616,654,76,8,518,542,15,58
5536:17,654,70,736,76,508,40,84,873,1196
5542:17,616,654,302,518,58,245,15,8,327
5551:302,654,616,58,8,542,564,84,22856,518
5562:17,302,58,616,542,84,518,29,61,15
5580:302,616,654,58,518,15,542,84,650,564
5584:2123,12968,10220,31356,2856,2260,5486,11577,32005,7940
5601:17,302,58,8,84,542,518,76,15,1196
5611:302,616,654,58,564,542,364,8,15,61
5632:17,302,654,58,542,8,518,15,84,76
5640:17,302,654,76,616,58,8,866,84,29
5644:106,289,17,76,8,866,84,70,564,354
5645:17,654,302,616,76,58,518,84,29,8
5656:616,302,654,518,58,542,564,61,15,101
5666:236,3448,564,4203,7795,6673,12253,14750,776,60428
5683:719,984,8860,17,76,2153,135,463,1528,10267
5696:17,616,8,654,302,84,58,15,61,39881
5702:616,84,8,542,15,650,61,518,101,6
5707:1352,3107,2880,1527,189,3172,1712,12990,17,508
5717:9189,8392,12861,1076,1011,29922,19378,40568,10722,4625
5718:17,302,654,84,58,616,29,361,76,8
5721:17,302,654,76,616,58,8,866,84,29
5722:17,302,58,654,8,76,542,29,84,15
5741:58,616,8,518,76,650,542,736,245,289
5765:17,58,302,654,15,542,8,518,364,902
5766:6906,42870,358,1176,43400,76,11887,8226,45123,20416
5780:17,302,58,542,564,518,15,84,29,327
5784:17,302,616,58,654,8,518,289,542,650
5788:3591
5798:17,8,616,302,518,84,654,58,15,542
5803:8,29,76,542,15,564,1102,61,138,32
5817:17,58,616,650,84,8,37386,8209,542,15
5822:17,15,302,518,8,616,508,1405,654,1382
5834:17,302,654,616,58,650,8,736,518,508
5858:168,984,719,17,76,8860,654,5480,302,2103
5863:4671,2543,9435,17,378,14259,311,76,12861,11855
5864:17,302,654,616,8,84,70,518,542,650
5865:347,4919,3847,14237,1730,70,6901,2406,17,866
5866:81,17,226,76,616,731,245,564,508,70
5876:185,24738,6423,1410,245,4268,4487,2200,2838,2360
5884:17,616,654,302,58,542,15,8,650,29
5890:17,654,302,15,58,616,70,8,61,518
5894:76,17,168,1326,508,302,574,5738,564,1400
5904:10372
5905:17,302,654,76,616,58,866,84,29,650
5922:302,654,58,8,1102,29,518,650,76,138
5923:17,616,302,654,58,542,518,84,76,650
5943:17,654,302,29,616,58,542,162,84,8
5947:10860,39828,554,353,22192,65522,41071,32709,20261,76
5956:654,302,58,8,15,564,650,76,84,29
5964:17,616,654,302,58,542,8,518,650,564
5978:70,40,1023,3288,6901,704,1677,14237,4146,1651
5990:17,654,245,616,302,58,518,15,61,542
6001:168,719,984,8860,76,661,574,5480,1400,2103
6002:650,4919,224,999,76,1405,787,17,2266,616
6013:5956,12236,12435,18293,3265,1878,15,650,167,17
6018:17,302,654,58,616,61,15,518,245,542
6020:698,18975,5053,24655,538,10048,14890,23230,56900,11358
6027:616,58,8,302,84,654,76,6,224,518
6031:17,302,654,58,81,138,15,6,322,486
6062:17,76,31773,302,616,81,654,518,58,8
6067:17,302,654,616,84,58,138,8,15,650
6073:17,616,58,29,8,84,542,650,76,861
6076:17,654,58,302,542,650,29,8,15,76
6078:17185,7397,1495,19871,17646,3672,3372,10492,10842,9289
6083:17,654,616,2055,322,13049,2548,8069,301,302
6093:8,654,787,58,616,29,518,76,31972,736
6109:17,302,616,8,654,84,518,58,15,542
6110:17,302,654,76,616,58,8,866,84,29
6118:616,654,58,8,518,15,76,245,508,564
6128:84,8,650,76,354,1102,138,518,542,6
6135:17,1790,378,508,76,70,1991,1023,226,787
6137:302,58,8,29,542,518,76,15,289,650
6139:17,302,616,58,654,8,1102,138,861,518
6140:17,616,302,58,654,542,650,564,518,508
6145:13186,29,1119,2030,1405,17424,9745,1202,28140,113497
6155:245,8,654,616,302,518,564,15,76,542
6161:17,302,616,654,508,58,76,2447,8,14964
6162:17,654,616,302,76,542,15,29,518,8
6164:70,17,226,1749,262,140,986,7211,654,780
6179:4040,10981,7268,17908,5975,33228,533,1997,39399,19206
6186:17,616,302,654,518,8,542,15,564,101
6192:17,654,302,616,542,564,76,58,508,8
6202:17,654,616,8,302,58,542,508,650,564
6205:17,302,654,518,616,1030,58,15,26483,65
6207:39546,302,616,654,58,8,518,84,564,15
6210:17,518,302,654,138,1102,564,542,58,736
6219:4755,3107,1527,1352,2880,10041,5624,11725,7859,8848
6228:302,58,542,15,29,84,76,650,61,564
6270:17,8,518,542,302,654,101,616,84,787
6271:654,58,616,84,15,542,650,518,6,8
6283:302,616,654,58,29,542,76,8,84,61
6290:2232,654,8,17,61,101,29,356,490,656
6292:76,866,2548,17,302,654,616,58,8,84
6298:17,616,654,302,58,8,564,508,542,518
6301:17,616,84,542,8,518,650,15,76,564
6331:17,780,226,8,654,508,70,616,302,76
6336:17,616,302,654,58,518,8,84,76,15
6338:302,616,654,58,8,508,542,650,564,518
6345:616,8,518,654,302,542,245,58,15,61
6351:385,17,245,1913,76,302,654,262,616,710
6357:654,616,58,518,15,650,564,61,29,76
6371:17,654,616,58,650,29,8,15,542,564
6392:17,302,616,564,654,650,508,58,15,70
6395:4755,1352,4825,168,984,508,10041,76,189,1527
6404:168,984,5480,8860,1400,1528,661,1326,760,8733
6407:81,1527,1352,508,8,76,654,302,70,138
6413:44,302,1326,168,17,1682,224,81,891,650
6420:168,719,984,574,8733,1400,2642,4877,8860,463
6450:616,654,58,518,1102,650,542,76,29,564
6469:17,302,654,616,58,8,76,84,542,564
6475:17,302,616,542,15,518,650,8,29,61
6520:17,76,508,70,616,654,302,33785,564,780
6536:2983,5195,6960,14906,32347,16350,16463,13700,8184,26575
6543:17,616,654,58,518,542,84,29,564,76
6555:654,58,616,8,518,650,354,15,138,70
6565:22006,27071,37522,8439,1883,17,4834,46041,47823,80053
6568:840,3196,2548,17,27070,616,327,5627,542,103
6587:17,302,58,654,6511,5343,21929,19233,30301,1822
6593:17,58,616,542,29,84,518,8,76,564
6594:17,302,76,616,654,84,138,508,48,1023
6597:17,76,654,616,302,542,564,58,518,1651
6600:17,302,654,76,616,58,8,866,84,29
6601:17,542,70,361,254,76,58,866,238,5465
6602:30436
6603:70,564,226,986,901,168,719,225,1069,1326
6641:17,302,616,8,58,654,518,542,84,564
6642:518,302,65522,32709,58,61524,654,19151,616,353
6655:17,302,616,654,58,542,8,564,76,15
6658:17,302,518,84,654,58,8,616,245,61
6671:81,1382,986,4268,5567,1287,1326,521,4453,4880
6676:17,654,616,302,58,8,84,518,564,76
6682:58,84,616,8,518,76,650,542,301,138
6694:6432,4386,27741,36868,31969
6723:168,984,8860,135,5557,5480,5738,1400,661,1230
6724:17,616,302,76,15,226,238,81,508,654
6725:17,654,302,58,616,76,15,8,564,650
6728:616,302,654,8,58,564,542,84,861,15
6735:17,616,58,542,8,518,15,84,564,61
6736:17,302,4203,616,654,12253,76,58,542,14750
6737:17,302,654,616,58,76,542,8,518,15
6749:168,719,5480,8860,661,1400,463,1740,135,2103
6755:17,654,302,58,616,8,518,861,650,542
6773:616,8,518,301,542,564,101,6,15,285
6792:17,302,654,58,8,518,29,15,650,101
6793:654,8,616,58,518,1102,542,354,508,29
6843:302,616,8,654,58,4671,84,76,518,2543
6851:17,3107,1527,10041,616,518,5624,76,2880,302
6881:47043,6127,91518,262,785,11671,13737,21970,78050,111414
6883:17,302,616,654,58,8,84,76,518,245
6886:616,58,8,84,518,650,76,564,61,32
6889:245,654,302,1119,518,3216,616,61,8,84
6895:866,254,546,2139,17,58,654,564,8218,616
6898:17,654,302,616,58,542,650,8,518,70
6903:17,302,654,564,518,58,1913,616,354,226
6932:17,616,654,302,58,650,8,542,285,76
6933:17,616,76,8,302,58,508,245,654,32
6939:17,302,654,616,58,8,518,542,84,32
6960:17,8,654,302,76,508,70,84,899,29
6966:3770,25398,42150,2303,81362,8258,38716,103304,5975,24825
6977:17,9902,473,58,12876,787,302,654,542,873
6982:47429,2845,17,6901,1344,76,10692,302,361,1651
6984:8,542,508,8500,3661,4205,5567,891,57053,4801
6992:441,3506,245,1827,2714,2403,4513,1744,6315,4547
7005:654,616,302,8,15,58,518,564,84,32
7019:17,302,518,8,245,84,58,1119,1410,76
7034:17,302,654,26483,8,518,58,542,15,6969
7035:7411,2566,302,616,654,8,518,58,49084,61
7036:17,302,654,58,84,616,354,70,76,29
7044:654,302,84,616,8,58,518,70,301,76
7053:17,76,508,1382,226,302,70,1023,564,616
7059:6256,984,17,302,654,76,616,58,8,866
7112:75057
7116:17,616,654,302,245,58,10175,22667,29,15
7118:616,654,58,8,542,564,76,15,29,84
7133:616,58,84,8,650,518,542,564,354,1102
7137:4943,7082,8563,23213,34038,26165
7140:17,302,616,58,654,564,84,61,518,650
7159:654,302,542,518,101,564,15,8,84,650
7173:654,17,58,302,616,15,18525,29,62,190
7178:17,302,1410,366,508,654,564,542,76,15
7183:17,616,650,8,518,15,542,564,32,61
7192:616,58,8,15,518,564,84,76,29,61
7203:5975,17,5319,10981,11590,7926,8772,911,19206,603
7214:17,60127,54886,518,29389,8,302,616,103,654
7224:17,616,654,302,58,542,15,8,518,564
7225:18087
7232:17,76,302,10039,2139,654,84,226,616,5097
7239:17,302,654,76,616,58,8,866,84,29
7242:5975,19029,5611,44935,7614,29921,22848,94354,9782,20037
7268:17,616,84,8,518,542,650,15,76,1102
7291:55035,245,353,2715,378,564,2548,1326,1528,1712
7294:17,302,616,654,518,58,76,245,542,787
7299:616,302,654,58,542,8,76,518,15,84
7303:83785,22110,41588
7326:616,302,654,76,58,8,564,542,138,650
7340:76,2139,40,1730,10039,5097,3568,11579,5670,890
7346:17,508,616,564,302,8,654,542,58,15
7348:17,302,654,76,616,58,8,866,84,29
7356:81,1682,302,1326,1460,1410,7623,18777,508,70
7366:654,616,58,8,29,518,1102,76,564,650
7367:76,17,302,654,58,29,650,81,70,564
7383:17,354,899,48,692,837,680,1622,5187,28994
7397:17,302,654,58,8,84,542,518,650,29
7410:81,17,226,70,302,654,262,500,508,564
7414:17,302,616,6278,654,58,19687,19877,518,650
7419:168,463,76,719,9874,984,1400,8733,574,1147
7433:654,616,302,58,542,650,8,76,564,15
7444:7334,4671,7468,26945,311,17,815,70818,787,5567
7451:564,285,322,62,1410,4268,1549,2193,3,1790
7461:17,302,168,654,564,226,719,70,616,58
7466:2268,1951,8,245,17,518,4268,15,364,4487
7467:616,654,302,58,8,542,32,508,61,650
7488:302,616,58,15,518,542,650,84,564,861
7489:7612,24032,50463,85656,58835,49652,39860,68947,98736,32960
7517:3378,10178,11408,186,22713
7518:302,654,616,84,58,518,76,542,29,736
7519:302,616,518,654,8,76,15,542,58,84
7527:20300,245,39395,353,774,1524,33882,2200,17,8
7542:17,168,76,302,58,616,719,564,84,8
7556:67880,22059,31342,20008,901,17498,81719,19569,3481,2878
7558:168,719,9417,17,5480,76,65,1326,616,2153
7563:84,58,616,76,8,650,354,518,138,224
7572:168,719,984,661,574,8733,76,2103,5557,135
7586:168,719,5480,984,661,1326,1400,8860,2833,760
7590:654,302,616,44144,542,76,8,518,84,15
7603:302,616,654,58,542,29,15,8,650,162
7605:302,654,616,8,58,542,518,245,650,15
7607:13511,44115,8,616,654,245,15,61,302,542
7608:302,654,58,8,616,70,138,354,518,301
7612:17,302,654,76,616,58,8,866,84,29
7637:616,302,654,8,58,518,289,542,564,29
7657:17,508,782,518,84,8,70,1097,24426,650
7661:17,302,654,616,58,84,542,61,101,32
7678:1352,3107,2880,4825,3172,6434,12990,1712,5624,8848
7682:17,302,654,8,29,354,138,289,101,861
7692:2266,616,654,302,84,8,542,27293,650,518
7699:13298,9341,1919,105524,18476,17,302,654,76,58
7707:616,84,8,518,29,76,542,650,1102,70
7708:1335,17,302,654,76,616,58,8,866,84
7713:654,58,616,4092,29,5457,650,236,564,84
7734:17,302,654,76,616,58,8,84,70,564
7741:17,302,542,76,8,518,84,564,15,861
7742:616,654,4174,302,8,518,15,542,29,84
7743:17,654,302,542,58,8,518,70,650,84
7751:654,616,58,29,84,15,518,8,542,650
7760:17,8,302,21903,616,15931,68700,58,654,238
7766:76,1089,650,1208,168,226,70,564,698,2139
7787:17,302,654,518,8,616,58,542,84,76
7813:616,17,8,62,564,650,518,1405,654,302
7818:17,616,302,654,58,8,542,84,518,101
7823:76,17,508,564,1023,719,168,70,654,1405
7825:17,70,508,302,8,654,616,76,1023,58
7833:4755,3172,7831,23191,3213,4825,3107,2880,1527,20806
7841:302,654,58,8,542,518,76,15,84,650
7844:302,654,616,58,8,84,542,61,736,518
7850:17,508,1023,302,76,15,654,70,7006,32
7863:17,302,616,654,58,84,8,650,542,518
7869:22646,25398,42150,38716,103304,2303,81362,8258,13341,9462
7888:17,58,654,542,76,84,518,564,861,15
7889:226,70,17,81,508,76,698,2139,616,302
7894:17,302,616,76,8,654,58,650,84,564
7903:2048
7915:17,302,616,58,84,542,15,564,32,29
7921:10503,81,224,675,8454,76,5767,899,731,500
7945:168,463,5480,1326,1357,6353,1400,76,8860,661
7946:17,302,58,654,616,8,518,84,542,15
7949:17,654,616,8,58,302,787,518,84,245
7951:616,58,84,8,29,518,542,76,650,15
7962:8,29,650,564,61,289,245,32,861,554
7964:17,76,302,168,616,719,58,238,564,70
7967:565,453,26531,53369,56568,45974,518,508,364,1790
7969:17,302,654,616,58,76,29,84,8,354
7975:76,226,656,616,302,508,70,542,8,650
7976:17,650,542,6,899,238,302,654,76,616
7977:866,302,654,84,354,58,616,29,76,8
7981:3378
7990:17,616,58,564,302,654,245,76,101,8
8002:441,1744,16036,710,3618,3506,245,4513,508,1340
8009:17,302,654,58,542,518,8,76,15,650
8023:17,654,245,518,8,302,15,542,58,508
8032:17,1382,76,542,564,8,302,616,654,84
8036:302,654,76,564,226,301,361,899,698,65
8054:17,81,616,8,654,302,564,245,508,58
8065:58,542,650,518,61,76,32,861,363,354
8068:10048,538,21640,11358,24655,41385,28945,3746,8102,5962
8069:3207,3506,970,245,899,947,4487,48,302,1119
8081:302,616,58,76,8,564,518,542,84,508
8090:616,58,84,8,518,15,542,650,76,70
8097:17,542,402,508,103,518,15,654,616,245
8103:25751,4568,3509,17,3107,4755,19603,110789,3513,1352
8130:17,518,8,245,103,302,65,327,1126,616
8137:58,542,29,564,15,101,861,61,736,138
8141:17,616,76,564,8,84,508,518,302,654
8144:168,463,1528,984,1326,1400,8733,564,760,8860
8150:17,302,8,518,84,650,15,29,61,6
8159:17,616,302,8,542,508,354,363,654,70
8163:17,654,76,302,58,616,29,254,542,518
8184:81,780,616,8,302,654,226,500,554,138
8186:518,654,616,58,101,29,1405,787,736,354
8200:654,302,58,616,542,29,239,518,650,84
8206:61,15,17,103,8,518,322,787,94,692
8217:17,654,302,58,322,84,15,402,285,508
8224:17,302,616,654,84,58,542,518,508,564
8225:774,245,4487,17,947,899,353,48,496,1187
8227:2302,4798,245,94,1405,131,2955,1267,518,4422
8229:17,616,302,58,8,542,29,650,84,76
8245:17,302,76,616,58,8,866,84,650,81
8264:542,545,17,70,654,1023,1758,2342,986,81
8270:17,236,654,616,302,84,8,364,58,1109
8276:17,58,616,84,8,542,15,650,518,76
8285:5741,39108,616,518,8,84,81779,53139,17,302
8286:17,302,654,76,8,518,787,1109,94,179
8287:545,39436,23950,14597,6468,68034,40,1758,6097,24917
8290:17,302,654,354,70,76,58,84,564,224
8310:44227,6224,306,5975,19100,911,76,25145,13167,17316
8325:302,17,654,58,616,29,650,8,15,542
8326:302,616,654,76,58,508,8,32,84,564
8334:17,302,654,76,616,58,8,866,84,29
8343:616,302,654,58,8,542,650,518,861,76
8347:616,8,650,29,542,518,15,861,101,564
8352:17,616,302,654,76,8,518,58,542,564
8368:17,654,302,616,29,8,84,542,518,15
8380:168,17,6097,508,564,719,616,760,1326,984
8396:17,302,616,58,542,15,8,518,650,861
8401:302,654,58,616,84,76,8,1102,518,650
8406:17,654,616,8,518,58,76,15,378,101
8411:302,654,76,616,58,8,866,84,29,650
8413:17,302,654,76,616,58,8,866,84,29
8449:17,2880,1712,508,4825,76,245,23191,3172,378
8450:18803,1711,13266,1686,37804
8476:12830,1245,1550,14998,17,302,654,76,616,58
8477:17,616,508,302,226,654,8,518,168,58
8491:302,81,508,2200,496,2967,5604,140,1152,1749
8499:17,245,616,654,302,564,8,518,76,58
8500:4455,60193,8418,29047,50294,17,302,654,76,616
8510:17,245,518,61,65,1471,947,1023,84,94
8513:17,616,8,947,30316,302,654,245,58,542
8517:57092,29782,25041
8530:17,302,654,58,8,84,650,542,76,564
8531:302,58,8,542,564,76,15,29,650,101
8534:398,4941,11641,3367,5598,3829,14964,37386,11623,11247
8536:17,616,654,8,58,76,508,84,518,245
8537:8,518,17,1568,616,58,1009,409,654,363
8569:1352,1527,10041,4825,189,6434,11725,1712,1206,8848
8578:17,302,654,76,616,58,8,866,84,29
8581:236,17,654,302,616,58,14750,3448,8,650
8582:8,542,518,650,15,1102,101,285,6,61
8600:17,302,654,76,616,58,8,866,84,29
8603:17,8660,51517,947,84,8,1495,302,24608,1102
8635:17,654,4755,302,76,616,866,1352,58,29
8636:6901,17,8783,302,5357,654,28389,26437,684,616
8644:55436,53644,17,616,736,568,302,58,654,650
8651:302,84,654,8,70,616,1382,245,65,1023
8660:17,616,58,84,8,518,542,15,76,650
8670:17,302,654,76,616,58,8,866,84,29
8681:654,302,8,518,84,76,61,542,29,15
8692:17,70,616,76,654,302,58,780,564,508
8717:3819
8718:984,5480,8860,1400,2103,1326,1147,463,1230,5738
8719:654,616,58,8,84,542,518,564,29,138
8735:654,29,36292,17,616,3244,10047,302,289,162
8736:6491,17,5738,4425,826,402,500,1099,6127,2512
8746:302,616,58,8,542,518,650,84,76,564
8747:302,654,84,616,58,354,29,1102,650,138
8760:17,302,616,654,58,8,650,84,564,38295
8768:17,39619,5726,76,18892,33223,616,4979,564,2139
8771:17,8,302,654,58,542,650,564,76,15
8774:5343,21929,19233,30301,44632,17,31938,15521,6511,18056
8782:168,5557,719,1400,8860,2153,1460,5480,463,8733
8788:58,518,29,8,542,650,76,84,564,861
8789:17,736,3864,616,76,245,8,295,518,302
8790:3471,11563,1344,5522,2766,35279,17,17567,564,6503
8802:654,302,616,8,29,518,542,101,650,15
8810:17,302,616,76,654,70,873,8,378,58
8812:2204,140,226,2967,2379,986,7211,1749,780,1993
8825:302,654,616,564,8,58,518,84,542,76
8844:17,302,84,518,224,138,285,873,182,1109
8850:4755,1527,3107,2880,10041,1712,3172,12990,378,4825
8852:1119,1187,302,17,891,48,76,899,616,508
8862:17,710,8,2548,84,3704,616,518,302,654
8863:302,654,58,8,518,542,564,29,15,101
8868:17,302,8,58,654,616,518,61,76,564
8870:17,616,58,8,518,29,101,76,542,736
8872:17,616,302,654,58,542,8,518,15,564
8877:17,616,654,302,58,8,15,650,564,76
8889:17,508,76,8,302,616,654,84,70,58
8890:226,17,76,81,654,84,564,354,1462,302
8900:58,616,654,302,32,899,61,650,29,84
