9024:616,17,654,356,58,302,542,564,409,650,238,861,8,1196,15,32,76,61,568,4904
9079:17,616,542,81,302,654,61,15,518,1023,58,1535,902,650,861,8,486,32,76,289
9085:899,48,17,654,4364,1119,2162,616,76,65,518,245,32,84,58,15,1126,385,29,564
9096:6266,378,2880,1712,10687,5254,12990,409,2030,17,3131,2110,13895,371,60034,49789,99588,99189,9691,9172
9098:327,719,168,20734,1987,1405,17,8,3142,245,984,8860,616,564,1678,1002,146,302,73826,61503
9106:302,654,616,8,84,76,518,58,736,542,32,119,15,245,1405,289,29,650,354,327
9111:62,8,616,2064,14104,654,58,302,194,285,2345,14761,84,224,542,861,162,1196,4536,356
9122:17,58,302,398,29,1140,650,3223,162,15,84,2302,861,44495,62,554,542,224,138,8
9128:616,58,654,6,542,190,8,61,15,861,564,518,356,84,29,1987,364,1196,1550,787
9135:302,17,4203,3448,654,8197,11621,10075,84,10675,58,518,616,8861,23581,10682,57548,19536,18017,11787
9141:3107,1352,1527,2880,8848,189,5624,12990,1712,508,7880,17,7831,378,1206,23191,7859,4568,24581,20806
9152:58,654,616,302,76,322,493,3233,5567,15,7477,542,354,327,578,1822,10121,61,29,1086
9155:17,58,654,302,3347,245,542,9346,853,774,5117,496,363,353,2266,188,162,1109,861,518
9157:97952,94945,94589,7926,7268,722,6951,69204,68469,63258,6311,62055,59794,58586,57049,56218,55259,5319,50866,43665
9158:11,55222,999,964,94,9302,902,8515,8384,802,8,7959,787,75479,7422,6552,654,6207,6,578
9159:353,17,245,302,654,616,58,394,15,76,2268,84,518,8,29,61,508,542,32,2030
9160:189,10041,2880,1527,3107,4825,3172,17,1712,508,378,6434,76,245,931,3704,12990,8,564,840
9161:59029,984,719,661,5557,2318,13567,135,8860,760,1528,97630,429,39061,25221,22781,22685,16687,122890,119669
9171:168,654,719,661,1230,58,568,23610,441,511,984,1069,9783,72,7180,6416,2833,2103,1528,13567
9173:970,774,3506,2714,2403,7901,65,6210,363,3163,29,2658,2302,2140,19364,13449,1030,4487,3207,3213
9200:52378,4621,3787,14671,17,70182,45041,30734,27781,14628,322,23770,21077,16407,654,72699,22719,616,302,85876
9224:17,1382,999,9850,9567,947,94,925,9217,9057,9003,899,875,873,85192,84,82629,82,814,7901
9225:866,12861,17,302,81,2743,1077,311,11855,22436,9029,3704,58,654,10510,9435,8867,4625,2543,1011
9233:6383,42657,22776,21795,21029,18708,15373,1930,9581,90613,904,902,9003,89432,86787,84,83394,81211,81143,80840
9236:441,17,3506,1002,15,245,4513,3618,616,654,931,302,518,496,1023,4755,4268,710,16036,58
9237:847,6562,6398,5410,46917,43900,3812,33680,30864,28785,28130,24402,19316,1783,16699,16118,14924,12580,10757,37522
9238:616,58,302,654,8,29,564,542,650,76,15,518,70,554,61,508,32,238,162,84
9245:17,25222,17264,616,90299,25667,302,58,510,654,861,568,1424,923,755,29,239,1362,3989,2270
9249:17,518,78219,84,8,616,58,1405,245,902,654,2076,656,4268,15,1382,114,1102,61,364
9256:1102,302,8,654,441,616,58,518,1410,354,245,76,3704,4797,29,6745,4513,353,736,899
9276:17,616,302,58,87041,4589,120,654,650,76,285,4797,224,353,564,8,542,29,861,84
9288:931,3233,1126,616,32,9080,654,518,4697,3162,1405,1382,302,76,564,8,61,194,15,58
9290:8322,30815,4409,25985,13077,24933,31597,18743,13647,7111,65063,62598,49095,46523,37112,34877,29928,2829,26854,24854
9291:616,8,654,58,542,302,354,289,32,84,650,94,245,1023,564,61,15,224,409,101
9310:17,616,302,654,58,1196,564,32,542,327,861,8,61,364,238,114,518,356,15,101
9312:302,654,616,58,542,15,1410,554,564,7910,32,861,8,650,409,29,84,1403,245,76
9313:94,17,654,58,518,15,70,787,8,616,364,2200,179,302,84,4205,2162,1109,542,245
9331:85508,64240,52132,69121,66541,5545,4875,37294,31585,3146,28740,24308,17380,13134,12964,12565,12045,11246,9728,650
9333:95159,8,7334,62433,6210,542,4993,4965,4650,4268,353,34582,3039,30259,2939,2739,245,203,16431,10869
9350:17,4481,302,654,58,616,84,70,8,29,736,354,542,650,1102,289,22,518,6,301
9357:9760,83385,80021,986,7585,20184,71068,17,1535,70,138,76,1462,302,542,226,1023,8,654,58
9359:48,616,58,654,302,542,902,564,1187,8,518,84,86,70,67109,656,5602,559,4904,486
9364:31120,17,4268,138,616,58,1645,245,302,542,654,3521,861,15,61,84,354,518,97,5389
9368:9767,962,888,8873,81,80322,72716,70,680,62851,60740,58912,5821,5170,50917,5066,48701,4702,38319,37606
9369:168,1147,8860,760,719,4103,3601,2103,1740,17,574,1410,7994,7180,3698,3083,2833,1326,1124,984
9371:302,654,58,245,1119,101,518,2162,616,8151,5122,875,29,15,226,301,542,787,138,76
9381:1913,5214,26519,22507,62347,48061,19319,94260,6198,5363,51936,48307,46332,31633,2848,26121,22856,1959,19376,50384
9389:97686,95029,7560,72606,7194,650,63225,6,45970,39645,322,32076,2939,18077,109119,14712,302,17,654,58
9394:787,654,999,301,119,8,710,61,32,1065,58,29,616,542,496,245,1535,15,101,88644
9400:236,17,302,861,542,81,776,49,10075,58,238,1140,1196,8861,3448,2708,15,61,29,486
9402:9815,93274,85396,84418,58119,32360,30686,30556,16621,12728,10611,9815,3675,1929,1611,1565,1438,1362,1159,1136
9420:245,616,302,58,654,542,146,861,15,84,3323,61,554,1196,6,238,101,8,518,76
9431:787,53619,48958,2193,7622,4671,9435,42989,2543,2215,1011,94,8115,7360,654,4967,481,4414,378,3373
9432:17,302,616,654,58,8,542,1196,15,861,94,925,8384,674,650,633,6007,5708,364,363
9433:327,2495,9858,95228,89255,86412,840,7827,77882,73797,71022,65982,6358,61,554,47832,45295,4447,43850,40214
9437:64165,53318,17,3746,10048,41385,654,302,542,616,14890,10305,5613,58,76,3054,15278,564,4575,367
9442:17,3819,508,780,1749,140,654,616,986,226,2379,33017,554,542,3233,1405,1023,302,2967,8
9443:2140,48,654,58,302,84,8,7407,656,563,542,518,5176,4697,114,650,32,1119,1187,483
9451:7210,302,94,6210,535,518,4967,245,2345,131,103,81,650,32,61,58,787,1578,9572,8066
9473:4755,1352,40825,29335,28416,2880,10041,189,1712,3107,3542,1206,1050,8484,59924,52866,33851,1435,11482,9874
9474:5078,354,17,654,302,226,1023,76,650,15,1382,94,70,508,899,5567,542,521,496,30
9486:94987,94680,8213,78501,614,50707,4568,45,40921,38475,3509,3131,30116,28752,2469,24364,22008,2073,17684,162
9487:17,302,616,654,8,58,9902,9572,9478,94,9367,9172,9080,848,8444,826,8034,8012,7779,7672
9489:17,19188,703,654,2030,8,616,58,518,564,327,12469,84,542,61,101,787,29,15,861
9494:840,4755,3196,2548,189,7160,5111,508,157,4513,73449,11321,4875,94,17,8213,78389,931,9160,8
9498:4926,70,654,58,17,101,94,866,861,84,81,650,616,508,364,302,289,245,182,1535
9499:654,616,17,58,302,1786,542,289,101,15,61,1196,518,554,861,32,322,84,8,70
9500:17,616,76,302,986,97,96,901,86026,81534,81459,75603,7437,736,71590,70966,5904,4950,46787,44488
9507:17,21366,53415,616,69,302,8,654,826,23467,21486,20915,1405,13635,542,58,1951,518,245,37772
9514:9961,85292,63098,45791,36401,23317,1989,19244,99734,81,3137,70,17,84,834,76,731,508,354,302
9525:1187,1119,17,496,58,891,656,16337,616,302,289,2162,654,8,518,3046,14912,931,84,3347
9528:353,17,616,302,654,354,650,1023,58,97683,9398,9376,92062,8746,8403,8398,82498,7731,73761,73077
9531:35368,262,947,92453,899,8981,89252,840,8384,82254,79458,77264,77204,7211,6921,6315,60751,5663,51482,50531
9535:11629,17,8167,698,1535,1023,616,76,826,8,70,508,4542,4453,330,3214,2829,1511,1276,1136
9538:17,120,654,58,302,29,650,518,554,542,861,57043,8,84,1535,15,902,1196,4203,12253
9541:999,970,962,96167,947,9432,901,899,891,875,86105,8457,77846,774,75193,7506,72145,718,70330,669
9553:16056,873,7240,546,3901,2579,2254,122169,1205,111574,108638,925,62,5112,5000,4148,288,245,162,1109
9568:9435,4625,1547,8867,8772,8759,862,7622,7088,42989,379,311,30936,2543,24673,20556,19378,18919,12861,1104
9570:70,17,302,508,76,5575,377,363,2848,226,2168,2030,1462,564,84,616,245,518,1382,65
9571:5731,5084,3661,3280,815,70,4481,168,36268,76,9902,90013,73306,68863,67596,6657,66423,65998,65725,64758
9573:4,5962,18975,698,21442,23622,11358,9323,7429,20855,66271,23230,1992,10787,10048,7450,13555,78440,56900,538
9576:10038,15426,936,80563,731,719,67939,661,51273,4048,3789,352,2967,23317,18870,1460,1400,10762,48352,10038
9580:17,616,302,654,15,356,58,84,518,542,32,564,650,873,736,2121,18704,61,394,1102
9590:17,302,58,542,289,518,245,61,650,29,354,238,1535,827,62,1086,554,409,224,1196
9593:861,483,84,8,302,616,7003,87559,1342,654,61,542,1535,76,70,99302,77977,7243,5820,48851
9606:6988,295,1023,76,17,3484,189,4755,616,302,564,1002,518,1405,8,998,964,9347,9337,932
9612:302,902,58,1102,138,81,616,8,1023,322,15,101,4886,238,289,3423,656,508,29,1476
9613:10085,901,650,518,13302,302,17,861,76,654,616,429,65,944,8,61,564,542,430,3711
9614:931,9051,84,8139,8105,787,754,726,71405,7004,70,678,6766,6647,66,650,62,616,6129,6073
9630:984,8860,17,5480,654,661,302,719,542,7838,5557,2642,1400,11255,752,616,58,801,10267,76
9665:84,17,58,8,29,518,1196,542,15,650,736,354,861,61,483,902,6,554,508,289
9666:11644,493,398,999,9801,902,8,7978,7785,76,754,7061,7006,690,6691,616,5849,58,579,5420
9668:616,17,654,1511,189,58,394,302,162,15,1410,4755,238,1196,101,32,542,8,364,902
9680:17,58,654,302,616,8,32,29,518,84,363,15,542,101,650,861,6,245,138,787
9685:89274,84,8,75235,616,5741,56303,53139,518,51399,39108,32001,14511,107467,17,654,58,542,302,61
9693:17,654,616,58,302,61,542,84,29,21,564,238,15,6,518,8,508,363,179,245
9694:4856,4547,4268,245,2028,1744,16036,131,1065,1002,76,28132,25918,8301,1307,117,1149,1023,17,138
9696:31527,913,891,696,616,61,518,429,398,301,224,1894,17,13673,39357,924,999,9929,9863,97943
9711:88297,6720,6432,36887,36868,97047,9003,86488,84537,80668,7048,7010,656,5567,55516,50506,4386,39875,36005,356
9722:17,9572,8928,8654,8,7910,7901,774,7630,7620,710,6812,6527,65,61,5699,5658,5533,518,5119
9727:58835,50463,39860,17,616,302,83977,77905,68947,67350,46178,41064,38713,654,58,650,76,542,49652,8
9742:17,7003,302,696,616,8,4032,654,58,29,76,84,650,236,5303,114,301,224,518,4210
9745:84,17,654,58,518,787,301,2626,1822,162,1476,1196,542,322,32,101,861,15,114,182
9752:2139,9857,984,983,98123,98,967,9536,9412,94,931,9266,9239,9217,91168,90719,89943,89811,89789,88842
9753:6945,17,302,58,1119,654,4420,616,84,70,224,891,970,947,8058,774,4487,3506,3207,2714
9755:17,654,650,616,58,1866,29,162,564,84,76,542,327,861,518,8,15,6,1102,61
9757:59623,9682,94,84,70,69216,66320,65787,64665,48361,45321,42,3966,3505,31726,302,301,26093,23599,21879
9786:48,3484,650,356,1187,361,4755,302,1352,616,654,8706,9748,954,946,94,931,8739,86895,807
9808:3223,17,15,364,32,616,302,654,542,4268,289,1140,861,58,61,1196,518,245,6,8
9810:33720,33683,1406,1122,9448,23398,89721,65938,36443,30223,2744,22510,17,16433,15937,97296,9157,83956,78031,58
9812:302,58,616,29,84,8,1187,1125,61,15,891,1102,354,899,650,194,182,542,518,76
9813:245,17,103,119,61,44797,1352,787,9302,9289,91071,9106,902,8585,848,826,79473,7415,736,72455
9818:17,302,654,84,58,616,8,29,1102,354,76,650,518,301,138,866,736,289,70,542
9820:4268,245,48941,1762,13273,17,61,15,94,518,472,1405,656,42414,542,327,2233,1002,616,2030
9824:10536,774,14419,10167,2714,2403,1524,1827,2696,4513,1002,44318,3618,9055,6315,5122,4547,371,2672,1744
9827:17,899,875,616,873,8,61,554,1535,114,58,518,3231,32,1196,1190,48,542,1187,654
9831:168,984,8860,719,5480,135,8733,5488,14226,1400,5738,574,463,3211,1230,2138,2103,1740,10832,7180
9834:17,616,302,654,58,83386,8,650,542,29,76,564,483,114,1102,861,518,84,138,554
9837:17,654,616,483,8,518,29,84,861,813,76,564,5581,508,380,32,301,289,2163,162
9839:17,8695,84284,837,8074,76057,726,680,654,650,6284,59796,5961,5604,5495,495,4702,409,3897,37952
9840:10365,17,4487,518,616,245,1703,4268,654,61,508,353,1410,94,656,62,564,542,302,1405
9864:9080,889,327,17,654,656,496,1405,650,616,58,2514,29,285,826,999,967,9108,834,7275
9879:2302,17,245,564,29,1945,787,766,616,58,4414,394,3,1690,1362,1196,1136,654,94,4967
9890:84,17,302,654,2162,510,58,875,650,6450,1240,1187,101,1119,8,542,29,15,899,48
9891:654,8,508,616,58,29,518,62,542,1764,76,15,354,238,61,564,787,70,32,182
9892:4475,17,245,8,616,61,654,32,15,542,518,81,5398,302,58,103,84,554,947,94
9896:1827,8,103,245,2302,542,616,17,61,2955,654,518,327,1190,9572,472,353,1987,1405,1370
9899:866,23516,302,654,354,48249,15777,84,76,58,616,99419,93690,83413,7642,7516,71072,6772,6456,62401
9900:17,6,38038,13592,654,302,616,1348,322,354,518,76932,2121,6849,650,363,3429,2988,244,202
9911:84,616,17,654,953,902,7744,650,61,5567,542,508,302,245,167,1550,1405,1382,13791,1305
9926:84,302,654,58,7770,76,696,564,429,3101,190,8,542,15,70,6,518,29,162,650
9927:1102,48,356,564,650,5767,3088,1405,518,236,1693,245,94,61,32,1187,3233,1897,1804,238
9929:616,302,32,8,1410,654,542,15,564,58,518,76,245,101,84,902,289,508,61,364
9944:65121,56364,36269,14201,48271,2547,21718,113412,83954,49920,44984,4462,1164,94678,94267,93019,76786,75916,49827,49348
9945:12861,4671,64413,4815,36508,66643,42870,26026,7622,17,752,7468,7146,7140,6941,6260,59474,564,5480,4224
9946:10503,17,8454,81,840,76,605,5767,27291,14508,899,866,731,225,21963,140,891,70,508,500
9961:63691,22632,2178,18536,119109,91460,84292,63653,58740,302,28581,22046,19621,1890,1871,18218,17,122379,121204,112588
9984:29024,96683,74617,46837,45073,97382,97349,946,80398,75338,75286,71844,69454,650,616,612,5819,53847,49783,46921
10030:302,363,616,654,518,8,1023,1796,486,15,84,364,1196,131,76,29,542,650,101,32
10040:168,11834,861,696,616,483,25764,1412,25178,984,5480,27967,238,801,931,1326,1400,61057,1460,8860
10050:6905,17,131,2302,302,7910,6347,6230,4967,3233,201,1580,9572,94,8066,725,710,518,5157,5117
10051:409,35144,45,40465,654,899,875,6450,56594,48,2162,17,1187,76,650,224,944,861,518,422
10073:17,654,302,58,10012,616,650,4996,29,179,1140,15,52,518,6,8,861,909,899,89424
10078:16996,29,17,58,409,236,20846,1866,1245,861,76,726,70,616,364,302,250,182,1196,101
10082:245,4889,873,302,4982,1816,113192,9926,9904,9769,9748,970,9699,96960,9686,96471,9617,960,95140,94
10084:91352,3068,52056,301,76833,70,58,3599,302,29721,2579,226,1295,10662,104526,3183,52200,105164,39277,86479
10086:17,302,29,654,168,984,719,61,518,15,84,616,58,8860,661,463,8,787,564,9874
10088:22059,81719,28632,74730,698,40,17056,16151,103730,8419,4158,35579,33862,31342,21483,21150,16501,40142,25368,91799
10090:890,2139,68709,17,40,5670,1023,76,354,8897,70959,56166,29972,22498,2063,1696,15238,8042,4880,33321
10110:616,302,654,58,861,6,95965,67471,542,8,4802,84,1196,650,518,29,15,101,787,554
10111:302,17,736,2904,654,2512,65,624,559,508,3162,2955,226,131,119,58,616,72930,38844,542
10115:97,8,245,224,182,1245,9581,899,88,861,8447,8150,7841,76,7446,708,675,650,65,633
10117:17,616,542,654,302,1086,58,518,15,8,61,564,32,76,508,245,84,650,29,289
10130:17,21744,70,302,99743,91752,91467,88928,86379,80765,7703,74480,7432,70077,66571,66282,66273,60291,55286,31475
10132:5567,873,787,616,363,354,327,302,1410,1023,17,542,58,654,65,15,967,94,81,8
10133:3610,138,9289,9043,76,704,698,542,500,4224,4146,380,3613,224,1884,16658,117,1023,9979,990
10136:9722,45496,18220,17,3006,302,29021,654,616,9629,94192,9388,93302,9190,91103,874,87324,87301,85633,8213
10140:302,17,654,58,402,27583,26316,12484,616,650,483,29,32,61,787,84,182,162,1475,138
10148:17,719,654,616,302,58,5480,4394,19337,984,245,542,61,15,1326,2153,1400,8860,56965,1803
10155:17,840,58,5006,1119,616,302,289,654,84,8,518,62,736,5819,239,236,1410,245,1102
10156:96855,95709,95446,92317,9135,86935,85974,857,844,7926,78875,76181,74067,73314,73275,72327,70972,6920,69087,68371
10194:302,1589,8,654,3039,23973,616,29,58,3915,378,542,79973,58600,49502,122171,116680,115087,99820,97505
10196:302,2618,616,58,32,15,1196,245,3931,29,84,8,101,861,66,650,5991,596,5553,3144
10200:2403,970,1524,3506,245,17,4487,947,4268,353,616,899,48,302,8,542,518,15,2162,1187
10210:4719,17,4026,8227,78608,47756,42382,40994,37386,34185,30931,24919,21952,17198,11623,11247,2447,11644,1905,508
10233:18156,89230,65269,7728,100785,72000,61466,37324,252,20466,168,16025,122636,116980,95841,94795,947,944,90201,899
10235:3282,84220,83921,71422,64639,6320,60256,54356,42203,40831,32965,3060,11847,10882,100832,97866,75100,70502,55952,33265
10236:65107,33195,98423,92484,605,49842,2377,13568,115745,102580,96012,93471,90515,86215,84199,49680,45799,37997,34043,327
10237:17,302,654,58,8,101,616,518,29,354,542,76,736,138,650,301,554,15,564,861
10249:138,656,273,2013,1462,9862,97706,9726,954,925,9088,90354,902,89489,8445,84,835,8,787,7813
10254:654,17,302,58,616,946,91063,86600,7806,53321,5082,454,43998,4223,41057,38737,37231,34170,285,2668
10267:1187,2162,736,875,616,6450,8,564,1119,6,363,518,4268,32,245,29,289,2200,3389,61
10275:30808,22110,17,1539,1382,1126,947,931,899,736,542,5157,472,302,288,2531,1786,1535,1534,15
10276:138,84,654,58,542,616,289,302,564,101,1102,554,518,861,61,15,322,285,245,1403
10279:616,17,302,654,58,15748,155,861,289,6,7381,65220,5703,564,5638,5182,518,50451,48611,486
10302:12409,58,616,542,1348,15,296,2369,101,861,364,285,2326,84,61,8,518,2897,18105,13515
10303:76972,22218,1930,17,947,924,496,40,38577,17448,99727,990,9891,986,98585,96301,9629,96,9594,953
10304:755,654,58,354,302,3,239,193,1535,3968,32239,29798,9906,9858,98288,97569,962,9542,9518,9480
10306:364,17,654,616,97,84,29,650,4499,2957,162,15,1109,1511,1403,101,8,486,422,1410
10313:17,654,616,7956,79194,58581,58,52627,302,296,28920,13976,12237,29,901,62641,5928,3824,36714,358
10317:302,654,84,58,616,947,8,518,29,787,1102,354,542,76,363,650,327,289,1359,103
10335:86264,32315,30916,669,6500,41662,99488,98433,98283,97898,97784,947,94527,93619,924,92060,91521,91259,8820,88198
10339:1389,5598,2447,17198,10342,616,654,58,1119,6759,18601,542,15,9629,8209,78608,50268,4941,44660,4126
10342:17,302,29,654,6579,110168,61,86,616,101,518,327,8,554,15,1196,356,650,861,508
10346:51326,7742,238,8167,57778,31879,30545,10880,104057,10003,97964,9411,8843,8384,8231,68201,58,57981,564,5300
10359:302,654,285,9331,925,8,518,45309,422,353,301,289,238,1987,1832,182,15,1348,101,1001
10364:17,616,542,8,902,32,1196,826,654,564,364,1086,15,76,650,518,656,1405,1126,61
10366:4294,390,331,1344,654,58,15,224,84,1535,650,61,364,1023,29,999,76,749,4268,394
10371:79096,74038,62489,53016,32623,29384,22555,12216,60795,5398,262,81,76,58,15,17,2139,67392,1099,9043
10377:17,84,48,81,58,554,654,302,8,616,518,1102,101,780,1187,650,116,859,322,902
10378:97626,8860,463,2153,18935,168,54800,8733,719,984,5480,10267,1400,1528,1326,9874,760,1460,7838,99760
10387:53812,48539,7266,11094,53812,90700,27508,3675,1929,1611,1565,1438,1362,1159,1136,1100,1006,990,964,884
10388:302,17,58,4,654,14890,356,2733,81,698,650,327,32,209,103,542,546,3472,18016,1544
10392:1,16386,65540,16390,32775,90120,106507,114690,24591,16401,40979,114709,122902,24599,71414,65565,98334,57375,5467,106533
10408:840,10541,2548,5111,5627,14793,197,13049,27070,8069,27094,7160,17,465,4626,36493,26925,20525,13995,4755
10420:17,81,58,302,70,654,2379,226,508,1382,1790,1023,986,3819,15,8,500,245,140,861
10427:9711,84465,787,74093,7040,57630,4996,4671,45848,45268,393,3383,32,3039,27031,23955,2302,2215,20762,1468
10439:84,8,29,564,542,239,518,650,76,354,15,162,62,861,358,301,138,289,101,224
10445:17,84,518,302,616,654,58,1102,101,650,564,76,873,29,542,902,787,15,289,354
10454:17,124,58,616,646,1023,70,76,654,363,302,245,15,650,787,97,81,542,518,29
10471:17,11209,302,1957,654,58,8,616,999,542,813,2765,1511,15,101,6855,61,564,518,402
10478:17,302,58,616,486,38776,508,554,84,15,8,70,564,394,518,238,861,542,138,3014
10479:564,8,787,76,70299,70,68370,659,616,542,5292,518,4996,30754,99166,99096,99063,98530,983,97646
10480:17,542,302,58,654,29,101,3711,15,564,554,518,861,238,430,224,76,182,650,32
10488:654,302,616,84,58,29,15,301,518,564,1102,8,138,866,70,76,736,101,94,61
10502:53201,58923,56913,49575,42323,41101,38702,28760,22678,11241,110086,21868,9919,82998,56632,54828,34096,952,94914,93846
10513:17,84,654,8,302,826,1086,616,518,9753,9706,947,946,9452,9288,9045,902,901,88959,8731
10523:441,8705,1744,1065,4513,13,12551,710,4856,2715,1002,3618,1340,508,245,96479,66147,46713,112533,48084
10543:496,353,15247,1208,1206,245,2715,1744,17,5602,5550,4204,27420,2063,15,103,441,99978,99974,98
10554:2092,37332,67812,23161,93721,76076,1069,999,9847,9828,97805,97126,97,96771,9660,95129,93994,93909,9269,92592
10563:899,891,1119,378,8,2935,564,138,6450,84,736,32,2789,12155,101,654,302,518,616,6340
10564:866,8299,9435,9169,8867,8772,8759,862,730,7088,6495,55922,47612,4671,4625,40840,39440,38988,379,3695
10570:17,616,58,29,861,542,146,650,84,986,88990,87789,81613,8,71610,62248,6,5998,56210,554
10573:533,5975,1397,9054,2510,4889,603,13341,6311,14268,8772,7926,17316,306,2139,10981,10180,911,76,4671
10580:17,654,302,616,84,58,19871,564,76,8,1102,354,518,301,29,4949,289,138,70,650
10636:654,302,616,187,84,49612,39700,29,354,650,542,429,76,224,8,62,238,1102,736,289
10655:17,654,302,35566,84,616,8,58,301,518,29,650,101,6,564,542,1102,138,289,15
10691:17,542,616,364,15,61,654,58,103,999,564,518,32,902,8,302,861,322,245,1403
10693:17,654,302,84,564,29,76,8,861,1102,354,650,518,542,301,289,15,101,6,138
10698:302,17,654,58,162,29,15,861,1140,650,4336,37309,1239,107592,1196,542,8,84,486,32
10707:10682,236,4203,776,313,18017,6673,3448,302,17,6766,4756,4075,2235,20850,14750,11621,10075,8861,6605
10710:5169,7990,28225,616,861,486,58,109,8,70,394,15,1119,61,4420,518,720,650,5575,4400
10726:69494,22655,103120,98,96121,888,75513,650,61,5767,56108,55872,33807,23402,2215,219,1885,18532,1760,1703
10747:24577,122884,49167,16,24593,90133,65558,27,90142,65574,73767,106537,24618,106540,99677,122929,90165,98359,106554,6837
10758:17,302,542,654,518,616,81,76,58,8,4364,1606,564,84,65,119,901,1382,787,554
10770:2543,34806,27788,21311,14612,9189,4625,3695,1011,17486,11855,34578,7622,9435,8867,2215,203,12861,862,781
10779:29,302,17,654,58,616,84,354,650,1102,8,76,6,285,138,866,518,542,15,70
10794:616,302,17,654,58,861,650,84,8,542,394,564,76,29,1102,6,1196,518,138,285
10801:76,650,17,564,616,1344,787,698,58,3146,224,15,1200,11325,1086,302,81,654,5998,518
10807:17,1119,947,518,1471,496,8151,302,245,1825,899,736,1405,98873,97270,9581,902,9004,891,84754
10820:96651,66760,64788,64104,52547,5245,48286,48277,45368,38085,36039,28525,102055,67446,6741,44923,4032,36022,31267,301
10842:116224,87041,112136,91659,97294,104976,61970,118297,29211,71197,26144,76324,38438,24618,96812,14898,7219,44600,48187,65888
10843:17,302,654,58,616,61,29,84,518,8,542,873,8719,87,8457,73288,6752,5117,5010,46588
10844:698,6472,5398,508,28132,2429,2265,2140,1913,1508,1462,119,17,811,59622,41447,31633,2370,105574,9808
10845:10770,9926,9904,9769,9748,970,9699,96960,9686,96471,9617,960,95140,94,93004,9068,9006,899,87634,8733
10854:78928,54897,51617,13566,45662,41850,23368,16689,96144,89080,86228,75779,7097,66003,63599,63264,56956,53706,5319,52282
10858:17,84,358,1102,616,10043,8,654,542,508,268,1140,7178,61,58,5553,530,1535,302,564
10871:17,58,302,654,616,45,29,8,650,542,32,224,76,409,62,6,1196,394,518,15
10892:674,65,6,1703,17,11861,9318,9875,9765,970,96284,95786,92473,899,875,87486,84,83457,8019,8
10905:11717,7021,19871,9289,4949,302,83134,8,755,736,6503,62962,45106,27666,1495,1342,99067,9853,96269,93482
10908:518,17,2121,26550,84,7407,564,1102,302,616,654,5998,542,289,96658,95736,94,93490,931,92541
10913:22926,12869,20118,84,616,358,2018,1102,12306,27944,85867,675,2715,22266,1382,109961,1002,97748,947,93821
10920:101,496,58,353,518,616,302,654,245,29,1804,8,327,61,84,902,70,3233,508,73
10955:17,1187,48,2162,1359,4967,875,245,70,518,2935,1119,891,302,94,736,4268,354,15,1050
10956:84,518,302,7407,709,656,17220,10856,616,654,58,1102,999,9885,9772,96822,946,888,835,826
10968:616,17,654,58,302,542,564,8,861,518,650,76,84,238,15,32,101,6,483,29
10991:81,518,17,1471,999,787,61,3620,245,1023,3484,731,70,32166,2578,1786,2139,89977,77581,2265
10999:17,654,542,616,58,15,97,8486,76,750,564,54060,48,46991,4353,4289,402,388,38256,37873
11000:2241,780,650,5767,508,358,302,30,262,242,182,17782,16786,1535,12706,1231,1164,1099,4415,29912
11022:302,654,245,58,616,518,8,542,15,650,29,61,162,101,564,861,84,902,32,787
11034:17,654,58,518,29,61,84,8,76,356,70,736,564,15,363,289,1196,364,245,354
11037:9435,8772,862,4625,311,1104,1011,5641,11855,8867,17486,2215,19152,781,26461,3034,203,1337,53367,73949
11047:17,908,8,7267,5998,521,52077,500,4613,39954,39502,39388,36860,29891,2656,20353,1853,122392,106732,102491
11055:2703,17,11310,70,327,301,7680,698,58,1535,138,866,81,650,616,564,542,48933,4652,40
11099:944,17,302,616,654,58,29,542,8,15,155,61,138,650,84,3101,564,70,1462,1196
11105:654,302,29,518,899,1187,48,616,8,94,7956,70,182,4420,101,787,542,3017,15,966
11110:2139,44,17,8,698,302,76,564,508,654,3137,22365,58,70,2008,61,542,902,616,518
11118:9790,95747,82688,78463,71023,6475,43864,377,32331,3137,2904,27788,26000,1991,19749,19050,1651,16029,15116,14612
11132:189,1091,4755,17,245,698,6545,2880,22108,302,61,616,84,441,70,1527,8,654,518,94
11134:931,17,947,7620,131,11146,616,1382,8,302,226,654,58,76,262,17403,564,119,780,70
11135:17,616,302,654,1410,58,518,8,98246,9518,925,8483,84402,834,82246,7901,76370,76,749,72761
11149:302,654,518,8,58,616,101,902,787,289,322,354,33634,564,656,542,32,15,61,736
11150:7088,4671,40840,2543,11590,5975,8867,8772,862,7926,7622,4625,4040,3695,311,2633,22643,20356,203,1337
11193:429,17,9851,9456,9012,899,85823,854,82909,8247,8016,76,7491,710,6328,610,60889,60684,59713,5940
11211:99740,993,9843,9797,97617,9662,9557,9291,8927,88782,88437,8783,87092,85642,8496,8384,8129,8080,7959,7879
11222:41216,37196,31638,27152,899,98031,8187,813,7556,7407,7391,72197,6641,64458,616,60527,5969,58295,57842,5575
11228:441,774,827,1205,2714,2403,1524,1827,2696,1410,1002,9661,9055,8928,87273,82432,81373,802,76,73536
11240:3675,1929,1611,1565,1438,1362,1159,1136,1100,1006,990,964,884,864,858,790,781,746,745,737
11259:669,8322,17,24933,9674,76,947,224,16965,13077,6856,30815,301,931,518,51232,4542,38522,12905,1119
